verse_ref,verse_key,projection_status,source_refs,continuous_series,classification_number,classification,confidence,evidence_note,conclusion_ru,source_links
Jer.29.20,F60,confirmed_unrepresented_in_lxx_control,,Jer.29.16-20,10,Недостаточно данных,medium,GreekDoc marks target Jer.29.20 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.30.10,F6M,confirmed_unrepresented_in_lxx_control,,Jer.30.10-11,10,Недостаточно данных,medium,GreekDoc marks target Jer.30.10 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.30.11,F6N,confirmed_unrepresented_in_lxx_control,,Jer.30.10-11,10,Недостаточно данных,medium,GreekDoc marks target Jer.30.11 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.30.15,F6R,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.30.15 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.30.22,F6Y,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.30.22 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.14,F9Q,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.14 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.15,F9R,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.15 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.16,F9S,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.16 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.17,F9T,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.17 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.18,F9U,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.18 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.19,F9V,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.19 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.20,F9W,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.20 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.21,F9X,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.21 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.22,F9Y,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.22 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.23,F9Z,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.23 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.24,FA0,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.24 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.25,FA1,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.25 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.33.26,FA2,confirmed_unrepresented_in_lxx_control,,Jer.33.14-26,10,Недостаточно данных,medium,GreekDoc marks target Jer.33.26 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.39.4,FDK,confirmed_unrepresented_in_lxx_control,,Jer.39.4-13,10,Недостаточно данных,medium,GreekDoc marks target Jer.39.4 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.39.5,FDL,confirmed_unrepresented_in_lxx_control,,Jer.39.4-13,10,Недостаточно данных,medium,GreekDoc marks target Jer.39.5 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.39.6,FDM,confirmed_unrepresented_in_lxx_control,,Jer.39.4-13,10,Недостаточно данных,medium,GreekDoc marks target Jer.39.6 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.39.7,FDN,confirmed_unrepresented_in_lxx_control,,Jer.39.4-13,10,Недостаточно данных,medium,GreekDoc marks target Jer.39.7 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.39.8,FDO,confirmed_unrepresented_in_lxx_control,,Jer.39.4-13,10,Недостаточно данных,medium,GreekDoc marks target Jer.39.8 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.39.9,FDP,confirmed_unrepresented_in_lxx_control,,Jer.39.4-13,10,Недостаточно данных,medium,GreekDoc marks target Jer.39.9 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.39.10,FDQ,confirmed_unrepresented_in_lxx_control,,Jer.39.4-13,10,Недостаточно данных,medium,GreekDoc marks target Jer.39.10 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.39.11,FDR,confirmed_unrepresented_in_lxx_control,,Jer.39.4-13,10,Недостаточно данных,medium,GreekDoc marks target Jer.39.11 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.39.12,FDS,confirmed_unrepresented_in_lxx_control,,Jer.39.4-13,10,Недостаточно данных,medium,GreekDoc marks target Jer.39.12 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.39.13,FDT,confirmed_unrepresented_in_lxx_control,,Jer.39.4-13,10,Недостаточно данных,medium,GreekDoc marks target Jer.39.13 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.46.1,FGV,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.46.1 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.46.26,FHK,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.46.26 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.48.45,FJ2,confirmed_unrepresented_in_lxx_control,,Jer.48.45-47,10,Недостаточно данных,medium,GreekDoc marks target Jer.48.45 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.48.46,FJ3,confirmed_unrepresented_in_lxx_control,,Jer.48.45-47,10,Недостаточно данных,medium,GreekDoc marks target Jer.48.46 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.48.47,FJ4,confirmed_unrepresented_in_lxx_control,,Jer.48.45-47,10,Недостаточно данных,medium,GreekDoc marks target Jer.48.47 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.49.6,FJA,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.49.6 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.51.45,FMQ,confirmed_unrepresented_in_lxx_control,,Jer.51.45-48,10,Недостаточно данных,medium,GreekDoc marks target Jer.51.45 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.51.46,FMR,confirmed_unrepresented_in_lxx_control,,Jer.51.45-48,10,Недостаточно данных,medium,GreekDoc marks target Jer.51.46 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.51.47,FMS,confirmed_unrepresented_in_lxx_control,,Jer.51.45-48,10,Недостаточно данных,medium,GreekDoc marks target Jer.51.47 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.51.48,FMT,confirmed_unrepresented_in_lxx_control,,Jer.51.45-48,10,Недостаточно данных,medium,GreekDoc marks target Jer.51.48 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.52.2,FNB,confirmed_unrepresented_in_lxx_control,,Jer.52.2-3,10,Недостаточно данных,medium,GreekDoc marks target Jer.52.2 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.52.3,FNC,confirmed_unrepresented_in_lxx_control,,Jer.52.2-3,10,Недостаточно данных,medium,GreekDoc marks target Jer.52.3 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.52.15,FNO,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.52.15 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.52.28,FO1,confirmed_unrepresented_in_lxx_control,,Jer.52.28-30,10,Недостаточно данных,medium,GreekDoc marks target Jer.52.28 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.52.29,FO2,confirmed_unrepresented_in_lxx_control,,Jer.52.28-30,10,Недостаточно данных,medium,GreekDoc marks target Jer.52.29 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.52.30,FO3,confirmed_unrepresented_in_lxx_control,,Jer.52.28-30,10,Недостаточно данных,medium,GreekDoc marks target Jer.52.30 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Lam.3.29,FQ8,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Lam.3.29 N/A in both displayed Greek witnesses. CrossWire source Lam.3.25 aligns with target 3.28 and source 3.26 with target 3.30.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Ezek.1.14,FSV,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Ezek.1.14 N/A in both displayed Greek columns. CrossWire source 1.14 resumes with target 1.15 wheel content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Ezek.27.31,GBL,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Ezek.27.31 N/A in both displayed Greek columns. CrossWire source 27.31 resumes with target 27.32 lamentation content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Ezek.32.19,GES,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Ezek.32.19 N/A in both displayed Greek columns. CrossWire source 32.19 resumes with target 32.20 fallen-by-sword content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Ezek.33.26,GFV,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Ezek.33.26 N/A in both displayed Greek columns. CrossWire source 33.26 resumes with target 33.27 wastes/sword content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Ezek.40.30,GLG,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,"GreekDoc marks target Ezek.40.30 N/A in both displayed Greek columns. CrossWire source 40.29 aligns directly with target 40.29, and source 40.30 resumes with target 40.31 content.",В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
