verse_ref,verse_key,source_range,source_percent,source_tr_only,source_kjv_only,kjv_text,tr_text,kjv_strongs_all,tr_strongs_all,tr_recall_filtered,kjv_precision_filtered,f1_filtered,jaccard_filtered,ordered_f1_filtered,alt_aware_f1_filtered,classification_number,classification,confidence,flags,conclusion_ru,source_links,proposed_correct_content
Luke.24.48,K3C,<50%,25.0,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3778""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G2075""},{""count"":1,""strong"":""G5130""},{""count"":1,""strong"":""G5210""}]",And G1161 ye G5210 are G2075 witnesses G3144 of these things. G5130,ὑμεῖς G4771 δέ G1161 ἐστε G1510 μάρτυρες G3144 τούτων G3778,G1161 G5210 G2075 G3144 G5130,G4771 G1161 G1510 G3144 G3778,0.25,0.25,0.25,0.14285714285714285,0.25,1.0,9,Артефакт исходной метрики или списка исключений,high,kjv_strong_word_alignment_suspicious;classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.14.25,KLI,<50%,40.0,"[{""count"":1,""strong"":""G3778""},{""count"":2,""strong"":""G4771""}]","[{""count"":1,""strong"":""G3306""},{""count"":1,""strong"":""G5023""},{""count"":2,""strong"":""G5213""}]","These things G5023 have I spoken G2980 unto you, G5213 being G3306 yet present G3306 with G3844 you. G5213",Ταῦτα G3778 λελάληκα G2980 ὑμῖν G4771 παρ᾽ G3844 ὑμῖν G4771 μένων G3306,G5023 G2980 G5213 G3306 G3306 G3844 G5213,G3778 G2980 G4771 G3844 G4771 G3306,0.4,0.3333333333333333,0.36363636363636365,0.2222222222222222,0.36363636363636365,0.9090909090909091,9,Артефакт исходной метрики или списка исключений,high,kjv_strong_word_alignment_suspicious;classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9091); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.15.11,KLZ,<50%,44.44,"[{""count"":1,""strong"":""G1473""},{""count"":1,""strong"":""G3778""},{""count"":3,""strong"":""G4771""}]","[{""count"":1,""strong"":""G1699""},{""count"":1,""strong"":""G3306""},{""count"":1,""strong"":""G5023""},{""count"":2,""strong"":""G5213""},{""count"":1,""strong"":""G5216""}]","These things G5023 have I spoken G2980 unto you, G5213 that G2443 my G1699 joy G5479 might remain G3306 in G1722 you, G5213 and G2532 that your G5216 joy G5479 might be full. G4137",Ταῦτα G3778 λελάληκα G2980 ὑμῖν G4771 ἵνα G2443 ἡ G3588 χαρὰ G5479 ἡ G3588 ἐμὴ G1473 ἐν G1722 ὑμῖν G4771 καὶ G2532 ἡ G3588 χαρὰ G5479 ὑμῶν G4771 πληρωθῇ G4137,G5023 G2980 G5213 G2443 G1699 G5479 G3306 G1722 G5213 G2532 G5216 G5479 G4137,G3778 G2980 G4771 G2443 G3588 G5479 G3588 G1473 G1722 G4771 G2532 G3588 G5479 G4771 G4137,0.4444444444444444,0.4,0.42105263157894735,0.26666666666666666,0.42105263157894735,0.9473684210526315,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9474); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.15.27,KMF,<50%,40.0,"[{""count"":1,""strong"":""G1473""},{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G1700""},{""count"":1,""strong"":""G2075""},{""count"":1,""strong"":""G5210""}]","And G2532 ye G5210 also G1161 shall bear witness, G3140 because G3754 ye have been G2075 with G3326 me G1700 from G575 the beginning. G746",καὶ G2532 ὑμεῖς G4771 δὲ G1161 μαρτυρεῖτε G3140 ὅτι G3754 ἀπ᾽ G575 ἀρχῆς G746 μετ᾽ G3326 ἐμοῦ G1473 ἐστε G1510,G2532 G5210 G1161 G3140 G3754 G2075 G3326 G1700 G575 G746,G2532 G4771 G1161 G3140 G3754 G575 G746 G3326 G1473 G1510,0.4,0.4,0.4,0.25,0.4,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.17.10,KNM,<50%,37.5,"[{""count"":2,""strong"":""G1473""},{""count"":1,""strong"":""G1510""},{""count"":2,""strong"":""G4771""}]","[{""count"":2,""strong"":""G1699""},{""count"":1,""strong"":""G2076""},{""count"":2,""strong"":""G4674""}]","And G2532 all G3956 mine G1699 are G2076 thine, G4674 and G2532 thine G4674 are mine; G1699 and G2532 I am glorified G1392 in G1722 them. G846",καὶ G2532 τὰ G3588 ἐμὰ G1473 πάντα G3956 σά G4771 ἐστιν G1510 καὶ G2532 τὰ G3588 σὰ G4771 ἐμά G1473 καὶ G2532 δεδόξασμαι G1392 ἐν G1722 αὐτοῖς G846,G2532 G3956 G1699 G2076 G4674 G2532 G4674 G1699 G2532 G1392 G1722 G846,G2532 G3588 G1473 G3956 G4771 G1510 G2532 G3588 G4771 G1473 G2532 G1392 G1722 G846,0.375,0.375,0.375,0.23076923076923078,0.375,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.14.7,L5Q,<50%,33.33,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G1563""}]","[{""count"":1,""strong"":""G2546""}]",And there G2546 they preached the gospel. G2097,κἀκεῖ G1563 εὐαγγελιζόμενοι G2097 ἦσαν G1510,G2546 G2097,G1563 G2097 G1510,0.3333333333333333,0.5,0.4,0.25,0.4,0.8,9,Артефакт исходной метрики или списка исключений,medium,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.8000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Acts.24.11,LFP,<50%,45.45,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3165""},{""count"":1,""strong"":""G3739""},{""count"":1,""strong"":""G3756""},{""count"":1,""strong"":""G4183""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G1097""},{""count"":1,""strong"":""G1177""},{""count"":1,""strong"":""G1526""},{""count"":1,""strong"":""G4119""},{""count"":1,""strong"":""G4675""}]","Because that G3754 thou G4675 mayest G1410 understand, G1097 that there are G1526 yet G4119 but G2228 twelve G1177 days G2250 since G575 I went up G305 to G1722 Jerusalem G2419 for to worship. G4352",δυναμένου G1410 σου G4771 ὅτι G3754 οὐ G3756 πλείους G4183 εἰσίν G1510 μοι G3165 ἡμέραι G2250 ἤ G2228 ἀφ᾽ G575 ἧς G3739 ἀνέβην G305 προσκυνήσων G4352 Ἰερουσαλήμ G2419,G3754 G4675 G1410 G1097 G1526 G4119 G2228 G1177 G2250 G575 G305 G1722 G2419 G4352,G1410 G4771 G3754 G3756 G4183 G1510 G3165 G2250 G2228 G575 G3739 G305 G4352 G2419,0.45454545454545453,0.5,0.47619047619047616,0.3125,0.38095238095238093,0.6666666666666666,9,Артефакт исходной метрики или списка исключений,medium,,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.6667); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Rom.1.12,LK7,<50%,37.5,"[{""count"":1,""strong"":""G1473""},{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3778""},{""count"":2,""strong"":""G4771""}]","[{""count"":1,""strong"":""G1700""},{""count"":1,""strong"":""G2076""},{""count"":1,""strong"":""G5124""},{""count"":1,""strong"":""G5213""},{""count"":1,""strong"":""G5216""}]","That G5124 is, G2076 that I may be comforted together G4837 with G1722 you G5213 by G1223 the mutual G240 faith G4102 both G2532 of you G5216 and G5037 me. G1700",τοῦτο G3778 δέ G1161 ἐστιν G1510 συμπαρακληθῆναι G4837 ἐν G1722 ὑμῖν G4771 διὰ G1223 τῆς G3588 ἐν G1722 ἀλλήλοις G240 πίστεως G4102 ὑμῶν G4771 τε G5037 καὶ G2532 ἐμοῦ G1473,G5124 G2076 G4837 G1722 G5213 G1223 G240 G4102 G2532 G5216 G5037 G1700,G3778 G1161 G1510 G4837 G1722 G4771 G1223 G3588 G1722 G240 G4102 G4771 G5037 G2532 G1473,0.375,0.375,0.375,0.23076923076923078,0.375,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Rom.8.31,LPW,<50%,42.86,"[{""count"":2,""strong"":""G3165""},{""count"":1,""strong"":""G3778""},{""count"":1,""strong"":""G4483""}]","[{""count"":2,""strong"":""G2046""},{""count"":2,""strong"":""G2257""},{""count"":1,""strong"":""G5023""}]","What G5101 shall we G2046 then G3767 say G2046 to G4314 these things? G5023 If G1487 God G2316 be for G5228 us, G2257 who G5101 can be against G2596 us? G2257",Τί G5101 οὖν G3767 ἐροῦμεν G4483 πρὸς G4314 ταῦτα G3778 εἰ G1487 ὁ G3588 θεὸς G2316 ὑπὲρ G5228 ἡμῶν G3165 τίς G5101 καθ᾽ G2596 ἡμῶν G3165,G5101 G2046 G3767 G2046 G4314 G5023 G1487 G2316 G5228 G2257 G5101 G2596 G2257,G5101 G3767 G4483 G4314 G3778 G1487 G3588 G2316 G5228 G3165 G5101 G2596 G3165,0.42857142857142855,0.375,0.4,0.25,0.4,0.8,9,Артефакт исходной метрики или списка исключений,medium,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.8000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
1Cor.1.11,LW7,<50%,44.44,"[{""count"":1,""strong"":""G1510""},{""count"":2,""strong"":""G3165""},{""count"":2,""strong"":""G4771""}]","[{""count"":1,""strong"":""G1526""},{""count"":1,""strong"":""G3427""},{""count"":1,""strong"":""G3450""},{""count"":1,""strong"":""G5213""},{""count"":1,""strong"":""G5216""}]","For G1063 it hath been declared G1213 unto me G3427 of G4012 you, G5216 my G3450 brethren, G80 by G5259 them G3588 which are of the house of Chloe, G5514 that G3754 there are G1526 contentions G2054 among G1722 you. G5213",Ἐδηλώθη G1213 γάρ G1063 μοι G3165 περὶ G4012 ὑμῶν G4771 ἀδελφοί G80 μου G3165 ὑπὸ G5259 τῶν G3588 Χλόης G5514 ὅτι G3754 ἔριδες G2054 ἐν G1722 ὑμῖν G4771 εἰσιν G1510,G1063 G1213 G3427 G4012 G5216 G3450 G80 G5259 G3588 G5514 G3754 G1526 G2054 G1722 G5213,G1213 G1063 G3165 G4012 G4771 G80 G3165 G5259 G3588 G5514 G3754 G2054 G1722 G4771 G1510,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.2857142857142857,0.4444444444444444,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
1Cor.16.24,M81,<50%,33.33,"[{""count"":1,""strong"":""G883""},{""count"":1,""strong"":""G1125""},{""count"":1,""strong"":""G2881""},{""count"":1,""strong"":""G3165""},{""count"":1,""strong"":""G4413""},{""count"":1,""strong"":""G4734""},{""count"":1,""strong"":""G4771""},{""count"":1,""strong"":""G5095""},{""count"":1,""strong"":""G5375""},{""count"":1,""strong"":""G5415""}]","[{""count"":1,""strong"":""G3450""},{""count"":1,""strong"":""G5216""}]",My G3450 love G26 be with G3326 you G5216 all G3956 in G1722 Christ G5547 Jesus. G2424 Amen. G281,ἡ G3588 ἀγάπη G26 μου G3165 μετὰ G3326 πάντων G3956 ὑμῶν G4771 ἐν G1722 Χριστῷ G5547 Ἰησοῦ G2424 ἀμήν G281 πρός G4314 Κορινθίους G2881 πρώτη G4413 ἐγράφη G1125 ἀπό G575 Φιλίππων G5375 διά G1223 Στεφανᾶ G4734 καί G2532 φουρτουνάτου G5415 καί G2532 Ἀχαϊκοῦ G883 καί G2532 Τιμοθέου G5095,G3450 G26 G3326 G5216 G3956 G1722 G5547 G2424 G281,G3588 G26 G3165 G3326 G3956 G4771 G1722 G5547 G2424 G281 G4314 G2881 G4413 G1125 G575 G5375 G1223 G4734 G2532 G5415 G2532 G883 G2532 G5095,0.3333333333333333,0.7142857142857143,0.45454545454545453,0.29411764705882354,0.45454545454545453,0.6363636363636364,3,Подтверждённая ошибка версификации внутри модуля,high,tr_subscription_appended_to_canonical_verse,К каноническому последнему стиху послания добавлена традиционная греческая подписка/колофон. В отдельном тексте Скривенера 1894 она не входит в стих; низкая метрика создаётся импортом паратекста в verse-row.,https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,"{""basis"":""Scrivener 1894 verse boundary plus locked TAGNT token spelling"",""tagged_text"":""ἡ G3588 ἀγάπη G26 μου G3165 μετὰ G3326 πάντων G3956 ὑμῶν G4771 ἐν G1722 Χριστῷ G5547 Ἰησοῦ. G2424 ἀμήν G281""}"
2Cor.8.14,MC3,<50%,46.67,"[{""count"":1,""strong"":""G1565""},{""count"":1,""strong"":""G2471""},{""count"":1,""strong"":""G2540""},{""count"":1,""strong"":""G3568""},{""count"":1,""strong"":""G4051""},{""count"":2,""strong"":""G4771""},{""count"":1,""strong"":""G5303""}]","[{""count"":1,""strong"":""G5216""}]","But by an equality, that now at this time your abundance may be a supply for their want, that G2443 their G1565 abundance G4051 also G2532 may be G1096 a supply for G1519 your G5216 want: G5303 that G3704 there may be G1096 equality: G2471",ἐν G1722 τῷ G3588 νῦν G3568 καιρῷ G2540 τὸ G3588 ὑμῶν G4771 περίσσευμα G4051 εἰς G1519 ἀλλ᾽ G235 τὸ G3588 ἐξ G1537 ἐκείνων G1565 ἰσότητος G2471 ὑστέρημα G5303 ἵνα G2443 καὶ G2532 τὸ G3588 ἐκείνων G1565 περίσσευμα G4051 γένηται G1096 εἰς G1519 τὸ G3588 ὑμῶν G4771 ὑστέρημα G5303 ὅπως G3704 γένηται G1096 ἰσότης G2471,G2443 G1565 G4051 G2532 G1096 G1519 G5216 G5303 G3704 G1096 G2471,G1722 G3588 G3568 G2540 G3588 G4771 G4051 G1519 G235 G3588 G1537 G1565 G2471 G5303 G2443 G2532 G3588 G1565 G4051 G1096 G1519 G3588 G4771 G5303 G3704 G1096 G2471,0.4666666666666667,0.875,0.6086956521739131,0.4375,0.6086956521739131,0.6956521739130435,4,Подтверждённая ошибка Strong-разметки,high,kjv_strong_word_alignment_suspicious;kjv_strong_partial_omission,"Английский текст и ссылка подтверждены, но локальная eBible Strong-разметка охватывает только часть стиха. CrossWire KJV 3.1 и греческий TR подтверждают отсутствующий размеченный участок.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,"{""basis"":""CrossWire KJV 3.1 word-level Strong markup"",""proposed_strong_sequence"":[""G235"",""G1537"",""G2471"",""G3568"",""G1722"",""G3588"",""G2540"",""G4771"",""G3588"",""G4051"",""G1519"",""G1565"",""G3588"",""G5303"",""G2443"",""G1565"",""G3588"",""G4051"",""G2532"",""G1096"",""G1519"",""G4771"",""G3588"",""G5303"",""G3704"",""G1096"",""G2471""],""text"":""But by an equality, that now at this time your abundance may be a supply for their want, that their abundance also may be a supply for your want: that there may be equality:"",""warning"":""Sequence is evidence for correction; exact reader-format placement must preserve phrase-level OSIS spans.""}"
Gal.4.11,MHJ,<50%,42.86,"[{""count"":1,""strong"":""G3361""},{""count"":1,""strong"":""G4458""},{""count"":2,""strong"":""G4771""}]","[{""count"":1,""strong"":""G2872""},{""count"":1,""strong"":""G3381""},{""count"":2,""strong"":""G5209""}]","I am afraid of G5399 you, G5209 lest G3381 I have bestowed G2872 upon G1519 you G5209 labour G2872 in vain. G1500",φοβοῦμαι G5399 ὑμᾶς G4771 μή G3361 πως G4458 εἰκῇ G1500 κεκοπίακα G2872 εἰς G1519 ὑμᾶς G4771,G5399 G5209 G3381 G2872 G1519 G5209 G2872 G1500,G5399 G4771 G3361 G4458 G1500 G2872 G1519 G4771,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2727272727272727,0.2857142857142857,0.8571428571428571,9,Артефакт исходной метрики или списка исключений,medium,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.8571); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Phil.4.23,MQI,<50%,45.45,"[{""count"":1,""strong"":""G1125""},{""count"":1,""strong"":""G1891""},{""count"":1,""strong"":""G3165""},{""count"":1,""strong"":""G4516""},{""count"":1,""strong"":""G4771""},{""count"":1,""strong"":""G5374""}]","[{""count"":1,""strong"":""G2257""},{""count"":1,""strong"":""G2962""},{""count"":1,""strong"":""G3956""},{""count"":1,""strong"":""G5216""}]",The grace G5485 of G2962 our G2257 Lord G2962 Jesus G2424 Christ G5547 be with G3326 you G5216 all. G3956 Amen. G281,Ἡ G3588 χάρις G5485 τοῦ G3588 κυρίου G2962 ἡμῶν G3165 Ἰησοῦ G2424 Χριστοῦ G5547 μετὰ G3326 ὑμῶν G4771 ἀμήν G281 πρός G4314 Φιλιππησίους G5374 ἐγράφη G1125 ἀπό G575 Ῥώμης G4516 δι᾽ G1223 Ἐπαφροδίτου G1891,G5485 G2962 G2257 G2962 G2424 G5547 G3326 G5216 G3956 G281,G3588 G5485 G3588 G2962 G3165 G2424 G5547 G3326 G4771 G281 G4314 G5374 G1125 G575 G4516 G1223 G1891,0.45454545454545453,0.5555555555555556,0.5,0.3333333333333333,0.5,0.7,9,Артефакт исходной метрики или списка исключений,medium,,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.7000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
Col.4.18,MT5,<50%,46.67,"[{""count"":1,""strong"":""G1125""},{""count"":1,""strong"":""G1473""},{""count"":1,""strong"":""G2858""},{""count"":1,""strong"":""G3165""},{""count"":1,""strong"":""G3682""},{""count"":1,""strong"":""G4516""},{""count"":1,""strong"":""G4771""},{""count"":1,""strong"":""G5190""}]","[{""count"":1,""strong"":""G1699""},{""count"":1,""strong"":""G3450""},{""count"":1,""strong"":""G5216""}]",The salutation G783 by the hand G5495 of me G1699 Paul. G3972 Remember G3421 my G3450 bonds. G1199 Grace G5485 be with G3326 you. G5216 Amen. G281,Ὁ G3588 ἀσπασμὸς G783 τῇ G3588 ἐμῇ G1473 χειρὶ G5495 Παύλου G3972 μνημονεύετέ G3421 μου G3165 τῶν G3588 δεσμῶν G1199 ἡ G3588 χάρις G5485 μεθ᾽ G3326 ὑμῶν G4771 ἀμήν G281 πρός G4314 Κολασσαεῖς G2858 ἐγράφη G1125 ἀπό G575 Ῥώμης G4516 διά G1223 τυχικοῦ G5190 καί G2532 Ὀνησίμου G3682,G783 G5495 G1699 G3972 G3421 G3450 G1199 G5485 G3326 G5216 G281,G3588 G783 G3588 G1473 G5495 G3972 G3421 G3165 G3588 G1199 G3588 G5485 G3326 G4771 G281 G4314 G2858 G1125 G575 G4516 G1223 G5190 G2532 G3682,0.4666666666666667,0.7,0.56,0.3888888888888889,0.56,0.8,3,Подтверждённая ошибка версификации внутри модуля,high,tr_subscription_appended_to_canonical_verse;classic_strong_alias_metric_artifact,К каноническому последнему стиху послания добавлена традиционная греческая подписка/колофон. В отдельном тексте Скривенера 1894 она не входит в стих; низкая метрика создаётся импортом паратекста в verse-row.,https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,"{""basis"":""Scrivener 1894 verse boundary plus locked TAGNT token spelling"",""tagged_text"":""Ὁ G3588 ἀσπασμὸς G783 τῇ G3588 ἐμῇ G1473 χειρὶ G5495 Παύλου. G3972 μνημονεύετέ G3421 μου G3165 τῶν G3588 δεσμῶν. G1199 ἡ G3588 χάρις G5485 μεθ᾽ G3326 ὑμῶν G4771 ἀμήν. G281""}"
1Thess.2.20,MTZ,<50%,40.0,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3165""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G2075""},{""count"":1,""strong"":""G2257""},{""count"":1,""strong"":""G5210""}]",For G1063 ye G5210 are G2075 our G2257 glory G1391 and G2532 joy. G5479,ὑμεῖς G4771 γάρ G1063 ἐστε G1510 ἡ G3588 δόξα G1391 ἡμῶν G3165 καὶ G2532 ἡ G3588 χαρά G5479,G1063 G5210 G2075 G2257 G1391 G2532 G5479,G4771 G1063 G1510 G3588 G1391 G3165 G2532 G3588 G5479,0.4,0.4,0.4,0.25,0.4,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
